dme:Dmel_CG10000	ncbi-geneid:43394
dme:Dmel_CG3295	ncbi-geneid:37382
dme:Dmel_CG3297	ncbi-geneid:39625
dme:Dmel_CG32971	ncbi-geneid:318271
dme:Dmel_CG32975	ncbi-geneid:34826
dme:Dmel_CG3298	ncbi-geneid:36086
dme:Dmel_CG32982	ncbi-geneid:34237
dme:Dmel_CG32983	ncbi-geneid:50434
dme:Dmel_CG32984	ncbi-geneid:34218
dme:Dmel_CG32985	ncbi-geneid:326244
dme:Dmel_CG32986	ncbi-geneid:34208
dme:Dmel_CG32987	ncbi-geneid:318273
dme:Dmel_CG32988	ncbi-geneid:318274
dme:Dmel_CG3299	ncbi-geneid:31201
dme:Dmel_CG33002	ncbi-geneid:318825
dme:Dmel_CG33003	ncbi-geneid:318826
dme:Dmel_CG3301	ncbi-geneid:42528
dme:Dmel_CG33012	ncbi-geneid:36342
dme:Dmel_CG33017	ncbi-geneid:36811
dme:Dmel_CG3302	ncbi-geneid:41742
dme:Dmel_CG3303	ncbi-geneid:41931
dme:Dmel_CG33048	ncbi-geneid:39238
dme:Dmel_CG3305	ncbi-geneid:35411
dme:Dmel_CG33051	ncbi-geneid:39941
dme:Dmel_CG33052	ncbi-geneid:326245
dme:Dmel_CG33054	ncbi-geneid:40340
dme:Dmel_CG33056	ncbi-geneid:326246
dme:Dmel_CG33057	ncbi-geneid:318833
dme:Dmel_CG3306	ncbi-geneid:39116
dme:Dmel_CG33060	ncbi-geneid:39807
dme:Dmel_CG33061	ncbi-geneid:318838
dme:Dmel_CG33062	ncbi-geneid:318840
dme:Dmel_CG3307	ncbi-geneid:41743
dme:Dmel_CG3308	ncbi-geneid:42527
dme:Dmel_CG33080	ncbi-geneid:31491
dme:Dmel_CG33082	ncbi-geneid:318857
dme:Dmel_CG33083	ncbi-geneid:117338
dme:Dmel_CG33087	ncbi-geneid:35799
dme:Dmel_CG3309	ncbi-geneid:31450
dme:Dmel_CG33090	ncbi-geneid:34835
dme:Dmel_CG33092	ncbi-geneid:32625
dme:Dmel_CG33093	ncbi-geneid:42654
dme:Dmel_CG33094	ncbi-geneid:42467
dme:Dmel_CG33095	ncbi-geneid:43012
dme:Dmel_CG33096	ncbi-geneid:326251
dme:Dmel_CG33098	ncbi-geneid:326253
dme:Dmel_CG33099	ncbi-geneid:326254
dme:Dmel_CG33100	ncbi-geneid:326255
dme:Dmel_CG33101	ncbi-geneid:41694
dme:Dmel_CG33102	ncbi-geneid:117364
dme:Dmel_CG33103	ncbi-geneid:43872
dme:Dmel_CG33104	ncbi-geneid:41177
dme:Dmel_CG33105	ncbi-geneid:318890
dme:Dmel_CG33106	ncbi-geneid:50070
dme:Dmel_CG33107	ncbi-geneid:326256
dme:Dmel_CG33108	ncbi-geneid:326257
dme:Dmel_CG33109	ncbi-geneid:326258
dme:Dmel_CG33110	ncbi-geneid:42659
dme:Dmel_CG33111	ncbi-geneid:50068
dme:Dmel_CG33113	ncbi-geneid:33721
dme:Dmel_CG33114	ncbi-geneid:34553
dme:Dmel_CG33115	ncbi-geneid:34814
dme:Dmel_CG33116	ncbi-geneid:326259
dme:Dmel_CG33117	ncbi-geneid:35275
dme:Dmel_CG33119	ncbi-geneid:34813
dme:Dmel_CG3312	ncbi-geneid:31448
dme:Dmel_CG33120	ncbi-geneid:326260
dme:Dmel_CG33121	ncbi-geneid:326261
dme:Dmel_CG33122	ncbi-geneid:44637
dme:Dmel_CG33123	ncbi-geneid:326262
dme:Dmel_CG33124	ncbi-geneid:318891
dme:Dmel_CG33125	ncbi-geneid:318892
dme:Dmel_CG33126	ncbi-geneid:33324
dme:Dmel_CG33127	ncbi-geneid:318893
dme:Dmel_CG33128	ncbi-geneid:326263
dme:Dmel_CG33129	ncbi-geneid:34514
dme:Dmel_CG3313	ncbi-geneid:41460
dme:Dmel_CG33130	ncbi-geneid:36978
dme:Dmel_CG33131	ncbi-geneid:35529
dme:Dmel_CG33133	ncbi-geneid:45871
dme:Dmel_CG33134	ncbi-geneid:53585
dme:Dmel_CG33135	ncbi-geneid:36071
dme:Dmel_CG33136	ncbi-geneid:318894
dme:Dmel_CG33137	ncbi-geneid:36449
dme:Dmel_CG33138	ncbi-geneid:326264
dme:Dmel_CG33139	ncbi-geneid:36732
dme:Dmel_CG3314	ncbi-geneid:31588
dme:Dmel_CG33140	ncbi-geneid:35642
dme:Dmel_CG33141	ncbi-geneid:44097
dme:Dmel_CG33143	ncbi-geneid:37583
dme:Dmel_CG33144	ncbi-geneid:36131
dme:Dmel_CG33145	ncbi-geneid:36279
dme:Dmel_CG33147	ncbi-geneid:37161
dme:Dmel_CG3315	ncbi-geneid:31443
dme:Dmel_CG33150	ncbi-geneid:37726
dme:Dmel_CG33151	ncbi-geneid:37725
dme:Dmel_CG33152	ncbi-geneid:47894
dme:Dmel_CG33155	ncbi-geneid:3772655
dme:Dmel_CG33156	ncbi-geneid:36507
dme:Dmel_CG33158	ncbi-geneid:39834
dme:Dmel_CG33159	ncbi-geneid:318901
dme:Dmel_CG33160	ncbi-geneid:326265
dme:Dmel_CG33162	ncbi-geneid:47283
dme:Dmel_CG33166	ncbi-geneid:38169
dme:Dmel_CG33169	ncbi-geneid:40504
dme:Dmel_CG33170	ncbi-geneid:326267
dme:Dmel_CG33172	ncbi-geneid:32526
dme:Dmel_CG33174	ncbi-geneid:32343
dme:Dmel_CG33177	ncbi-geneid:32438
dme:Dmel_CG33178	ncbi-geneid:318913
dme:Dmel_CG33179	ncbi-geneid:35031
dme:Dmel_CG3318	ncbi-geneid:37867
dme:Dmel_CG33180	ncbi-geneid:118436
dme:Dmel_CG33181	ncbi-geneid:318916
dme:Dmel_CG33182	ncbi-geneid:318918
dme:Dmel_CG33183	ncbi-geneid:36073
dme:Dmel_CG33189	ncbi-geneid:326328
dme:Dmel_CG3319	ncbi-geneid:31441
dme:Dmel_CG33191	ncbi-geneid:251270
dme:Dmel_CG33192	ncbi-geneid:326270
dme:Dmel_CG33193	ncbi-geneid:252554
dme:Dmel_CG33194	ncbi-geneid:246659
dme:Dmel_CG33196	ncbi-geneid:318824
dme:Dmel_CG33197	ncbi-geneid:36945
dme:Dmel_CG33198	ncbi-geneid:251430
dme:Dmel_CG33199	ncbi-geneid:326329
dme:Dmel_CG3320	ncbi-geneid:42524
dme:Dmel_CG33200	ncbi-geneid:117331
dme:Dmel_CG33202	ncbi-geneid:40800
dme:Dmel_CG33203	ncbi-geneid:43414
dme:Dmel_CG33206	ncbi-geneid:32483
dme:Dmel_CG33207	ncbi-geneid:41899
dme:Dmel_CG33208	ncbi-geneid:41225
dme:Dmel_CG3321	ncbi-geneid:41745
dme:Dmel_CG33213	ncbi-geneid:338395
dme:Dmel_CG33214	ncbi-geneid:40382
dme:Dmel_CG33217	ncbi-geneid:2768951
dme:Dmel_CG3322	ncbi-geneid:39118
dme:Dmel_CG33223	ncbi-geneid:2768867
dme:Dmel_CG33225	ncbi-geneid:2768860
dme:Dmel_CG33226	ncbi-geneid:2768859
dme:Dmel_CG33228	ncbi-geneid:2768732
dme:Dmel_CG33229	ncbi-geneid:2768996
dme:Dmel_CG3323	ncbi-geneid:31439
dme:Dmel_CG33230	ncbi-geneid:2768998
dme:Dmel_CG33233	ncbi-geneid:2769005
dme:Dmel_CG33234	ncbi-geneid:2769006
dme:Dmel_CG33235	ncbi-geneid:2768871
dme:Dmel_CG33236	ncbi-geneid:2768873
dme:Dmel_CG33237	ncbi-geneid:2768872
dme:Dmel_CG33238	ncbi-geneid:2768902
dme:Dmel_CG33239	ncbi-geneid:2768901
dme:Dmel_CG3324	ncbi-geneid:33253
dme:Dmel_CG33240	ncbi-geneid:2768900
dme:Dmel_CG33241	ncbi-geneid:2768899
dme:Dmel_CG33242	ncbi-geneid:2768898
dme:Dmel_CG33243	ncbi-geneid:2768897
dme:Dmel_CG33244	ncbi-geneid:2768896
dme:Dmel_CG33245	ncbi-geneid:2768906
dme:Dmel_CG33246	ncbi-geneid:2768905
dme:Dmel_CG33247	ncbi-geneid:2768904
dme:Dmel_CG3325	ncbi-geneid:41746
dme:Dmel_CG33250	ncbi-geneid:2768870
dme:Dmel_CG33252	ncbi-geneid:2768903
dme:Dmel_CG33253	ncbi-geneid:2768889
dme:Dmel_CG33257	ncbi-geneid:2768960
dme:Dmel_CG33258	ncbi-geneid:3885664
dme:Dmel_CG33259	ncbi-geneid:2768950
dme:Dmel_CG3326	ncbi-geneid:33544
dme:Dmel_CG33260	ncbi-geneid:2768977
dme:Dmel_CG33261	ncbi-geneid:2768981
dme:Dmel_CG33262	ncbi-geneid:2768975
dme:Dmel_CG33263	ncbi-geneid:2768952
dme:Dmel_CG33264	ncbi-geneid:2768964
dme:Dmel_CG33265	ncbi-geneid:2768990
dme:Dmel_CG33267	ncbi-geneid:2768969
dme:Dmel_CG33268	ncbi-geneid:2768979
dme:Dmel_CG33269	ncbi-geneid:2768983
dme:Dmel_CG3327	ncbi-geneid:43895
dme:Dmel_CG33270	ncbi-geneid:2768982
dme:Dmel_CG33271	ncbi-geneid:2768972
dme:Dmel_CG33272	ncbi-geneid:2768958
dme:Dmel_CG33273	ncbi-geneid:2768992
dme:Dmel_CG33275	ncbi-geneid:2768948
dme:Dmel_CG33276	ncbi-geneid:2768949
dme:Dmel_CG33278	ncbi-geneid:2768946
dme:Dmel_CG3328	ncbi-geneid:37871
dme:Dmel_CG33281	ncbi-geneid:2768938
dme:Dmel_CG33282	ncbi-geneid:2768939
dme:Dmel_CG33284	ncbi-geneid:2768989
dme:Dmel_CG33285	ncbi-geneid:2768988
dme:Dmel_CG33286	ncbi-geneid:2768984
dme:Dmel_CG33287	ncbi-geneid:2768986
dme:Dmel_CG33288	ncbi-geneid:2768968
dme:Dmel_CG33289	ncbi-geneid:2768987
dme:Dmel_CG3329	ncbi-geneid:39628
dme:Dmel_CG33290	ncbi-geneid:2768993
dme:Dmel_CG33293	ncbi-geneid:2768659
dme:Dmel_CG33296	ncbi-geneid:2768941
dme:Dmel_CG33298	ncbi-geneid:2768929
dme:Dmel_CG33299	ncbi-geneid:2768912
dme:Dmel_CG3330	ncbi-geneid:43296
dme:Dmel_CG33300	ncbi-geneid:2768931
dme:Dmel_CG33301	ncbi-geneid:2768917
dme:Dmel_CG33302	ncbi-geneid:2768918
dme:Dmel_CG33303	ncbi-geneid:2768916
dme:Dmel_CG33304	ncbi-geneid:2768944
dme:Dmel_CG33306	ncbi-geneid:2768915
dme:Dmel_CG33307	ncbi-geneid:2768914
dme:Dmel_CG33308	ncbi-geneid:2768925
dme:Dmel_CG33309	ncbi-geneid:2768926
dme:Dmel_CG3331	ncbi-geneid:42521
dme:Dmel_CG33310	ncbi-geneid:2768910
dme:Dmel_CG3332	ncbi-geneid:33539
dme:Dmel_CG33320	ncbi-geneid:2768934
dme:Dmel_CG33321	ncbi-geneid:2768933
dme:Dmel_CG33322	ncbi-geneid:2768932
dme:Dmel_CG33323	ncbi-geneid:2768661
dme:Dmel_CG33325	ncbi-geneid:2768664
dme:Dmel_CG33329	ncbi-geneid:2768666
dme:Dmel_CG3333	ncbi-geneid:37873
dme:Dmel_CG33331	ncbi-geneid:2768668
dme:Dmel_CG33332	ncbi-geneid:2768669
dme:Dmel_CG33333	ncbi-geneid:2768672
dme:Dmel_CG33336	ncbi-geneid:2768677
dme:Dmel_CG33337	ncbi-geneid:2768678
dme:Dmel_CG33338	ncbi-geneid:2768679
dme:Dmel_CG33339	ncbi-geneid:2768681
dme:Dmel_CG33340	ncbi-geneid:2768682
dme:Dmel_CG33341	ncbi-geneid:2768683
dme:Dmel_CG33342	ncbi-geneid:2768684
dme:Dmel_CG33344	ncbi-geneid:2768688
dme:Dmel_CG33346	ncbi-geneid:2768690
dme:Dmel_CG33348	ncbi-geneid:2768721
dme:Dmel_CG33349	ncbi-geneid:2768722
dme:Dmel_CG3335	ncbi-geneid:39119
dme:Dmel_CG33350	ncbi-geneid:2768715
dme:Dmel_CG33351	ncbi-geneid:2768717
dme:Dmel_CG3337	ncbi-geneid:42519
dme:Dmel_CG3338	ncbi-geneid:33640
dme:Dmel_CG3339	ncbi-geneid:43295
dme:Dmel_CG3340	ncbi-geneid:38012
dme:Dmel_CG3342	ncbi-geneid:31586
dme:Dmel_CG3344	ncbi-geneid:38083
dme:Dmel_CG3345	ncbi-geneid:33192
dme:Dmel_CG33453	ncbi-geneid:2768851
dme:Dmel_CG33454	ncbi-geneid:2768850
dme:Dmel_CG33458	ncbi-geneid:2768846
dme:Dmel_CG33459	ncbi-geneid:2768847
dme:Dmel_CG3346	ncbi-geneid:31394
dme:Dmel_CG33460	ncbi-geneid:3885588
dme:Dmel_CG33461	ncbi-geneid:2768840
dme:Dmel_CG33462	ncbi-geneid:2768841
dme:Dmel_CG33463	ncbi-geneid:2768844
dme:Dmel_CG33465	ncbi-geneid:3885587
dme:Dmel_CG33466	ncbi-geneid:2768836
dme:Dmel_CG33467	ncbi-geneid:2768834
dme:Dmel_CG33468	ncbi-geneid:2768833
dme:Dmel_CG33469	ncbi-geneid:2768832
dme:Dmel_CG3347	ncbi-geneid:33538
dme:Dmel_CG33470	ncbi-geneid:2768831
dme:Dmel_CG33472	ncbi-geneid:2768718
dme:Dmel_CG33473	ncbi-geneid:2768719
dme:Dmel_CG33474	ncbi-geneid:2768725
dme:Dmel_CG33475	ncbi-geneid:2768724
dme:Dmel_CG33476	ncbi-geneid:2768727
dme:Dmel_CG33477	ncbi-geneid:2768726
dme:Dmel_CG33478	ncbi-geneid:2768728
dme:Dmel_CG3348	ncbi-geneid:50082
dme:Dmel_CG33481	ncbi-geneid:2768865
dme:Dmel_CG33483	ncbi-geneid:2768693
dme:Dmel_CG33484	ncbi-geneid:2769001
dme:Dmel_CG33485	ncbi-geneid:2768670
dme:Dmel_CG33486	ncbi-geneid:2768965
dme:Dmel_CG33488	ncbi-geneid:2768673
dme:Dmel_CG33489	ncbi-geneid:2768971
dme:Dmel_CG3349	ncbi-geneid:39623
dme:Dmel_CG33490	ncbi-geneid:2768970
dme:Dmel_CG33492	ncbi-geneid:2768714
dme:Dmel_CG33493	ncbi-geneid:2768994
dme:Dmel_CG33494	ncbi-geneid:2768686
dme:Dmel_CG33495	ncbi-geneid:2768691
dme:Dmel_CG33497	ncbi-geneid:2768883
dme:Dmel_CG33499	ncbi-geneid:2768886
dme:Dmel_CG3350	ncbi-geneid:43293
dme:Dmel_CG33500	ncbi-geneid:2768957
dme:Dmel_CG33502	ncbi-geneid:2768875
dme:Dmel_CG33503	ncbi-geneid:2768720
dme:Dmel_CG33505	ncbi-geneid:3346176
dme:Dmel_CG33506	ncbi-geneid:3346177
dme:Dmel_CG33507	ncbi-geneid:3346227
dme:Dmel_CG33508	ncbi-geneid:3346226
dme:Dmel_CG33509	ncbi-geneid:3346225
dme:Dmel_CG3351	ncbi-geneid:41757
dme:Dmel_CG33510	ncbi-geneid:3346224
dme:Dmel_CG33511	ncbi-geneid:3346223
dme:Dmel_CG33512	ncbi-geneid:3346160
dme:Dmel_CG33513	ncbi-geneid:31107
dme:Dmel_CG33514	ncbi-geneid:3346239
dme:Dmel_CG33516	ncbi-geneid:3346208
dme:Dmel_CG33517	ncbi-geneid:33007
dme:Dmel_CG33519	ncbi-geneid:3346201
dme:Dmel_CG3352	ncbi-geneid:33627
dme:Dmel_CG33521	ncbi-geneid:3346141
dme:Dmel_CG33522	ncbi-geneid:3346235
dme:Dmel_CG33523	ncbi-geneid:38668
dme:Dmel_CG33524	ncbi-geneid:3346204
dme:Dmel_CG33526	ncbi-geneid:33270
dme:Dmel_CG33527	ncbi-geneid:3346202
dme:Dmel_CG33528	ncbi-geneid:3346192
dme:Dmel_CG3353	ncbi-geneid:42517
dme:Dmel_CG33530	ncbi-geneid:3346203
dme:Dmel_CG33531	ncbi-geneid:3346209
dme:Dmel_CG33532	ncbi-geneid:3346222
dme:Dmel_CG33533	ncbi-geneid:3346221
dme:Dmel_CG3354	ncbi-geneid:40304
dme:Dmel_CG33542	ncbi-geneid:3346149
dme:Dmel_CG33543	ncbi-geneid:3346207
dme:Dmel_CG33544	ncbi-geneid:3346188
dme:Dmel_CG33545	ncbi-geneid:3346237
dme:Dmel_CG33546	ncbi-geneid:40858
dme:Dmel_CG33547	ncbi-geneid:42150
dme:Dmel_CG33548	ncbi-geneid:31200
dme:Dmel_CG3355	ncbi-geneid:33667
dme:Dmel_CG33550	ncbi-geneid:3346205
dme:Dmel_CG33552	ncbi-geneid:3346220
dme:Dmel_CG33554	ncbi-geneid:35483
dme:Dmel_CG33556	ncbi-geneid:3346238
dme:Dmel_CG33557	ncbi-geneid:3346145
dme:Dmel_CG33558	ncbi-geneid:2768716
dme:Dmel_CG3356	ncbi-geneid:37876
dme:Dmel_CG3358	ncbi-geneid:35604
dme:Dmel_CG3359	ncbi-geneid:41455
dme:Dmel_CG3360	ncbi-geneid:41759
dme:Dmel_CG3361	ncbi-geneid:43291
dme:Dmel_CG3362	ncbi-geneid:37875
dme:Dmel_CG33626	ncbi-geneid:3772257
dme:Dmel_CG33627	ncbi-geneid:3772219
dme:Dmel_CG3363	ncbi-geneid:37874
dme:Dmel_CG33630	ncbi-geneid:3772504
dme:Dmel_CG33631	ncbi-geneid:3771784
dme:Dmel_CG33632	ncbi-geneid:3885590
dme:Dmel_CG33635	ncbi-geneid:3772540
dme:Dmel_CG33639	ncbi-geneid:32803
dme:Dmel_CG33640	ncbi-geneid:3772680
dme:Dmel_CG33641	ncbi-geneid:3771970
dme:Dmel_CG33642	ncbi-geneid:3771733
dme:Dmel_CG33643	ncbi-geneid:3772011
dme:Dmel_CG33644	ncbi-geneid:3772563
dme:Dmel_CG33645	ncbi-geneid:3771913
dme:Dmel_CG33647	ncbi-geneid:3772049
dme:Dmel_CG33648	ncbi-geneid:3772188
dme:Dmel_CG33649	ncbi-geneid:3772218
dme:Dmel_CG3365	ncbi-geneid:33263
dme:Dmel_CG33650	ncbi-geneid:3772064
dme:Dmel_CG33653	ncbi-geneid:49968
dme:Dmel_CG33654	ncbi-geneid:3771825
dme:Dmel_CG33655	ncbi-geneid:8674081
dme:Dmel_CG33658	ncbi-geneid:3772524
dme:Dmel_CG33664	ncbi-geneid:3772644
dme:Dmel_CG33665	ncbi-geneid:3771952
dme:Dmel_CG33666	ncbi-geneid:3771730
dme:Dmel_CG33667	ncbi-geneid:3772511
dme:Dmel_CG33668	ncbi-geneid:3772084
dme:Dmel_CG33669	ncbi-geneid:3771864
dme:Dmel_CG33670	ncbi-geneid:318064
dme:Dmel_CG33671	ncbi-geneid:3772247
dme:Dmel_CG33672	ncbi-geneid:3771915
dme:Dmel_CG33673	ncbi-geneid:3772423
dme:Dmel_CG33677	ncbi-geneid:3772280
dme:Dmel_CG33679	ncbi-geneid:3772494
dme:Dmel_CG3368	ncbi-geneid:43292
dme:Dmel_CG33680	ncbi-geneid:3771724
dme:Dmel_CG33687	ncbi-geneid:3772322
dme:Dmel_CG33688	ncbi-geneid:3772065
dme:Dmel_CG33689	ncbi-geneid:3771798
dme:Dmel_CG33690	ncbi-geneid:3772513
dme:Dmel_CG33694	ncbi-geneid:3771934
dme:Dmel_CG33695	ncbi-geneid:3772186
dme:Dmel_CG33696	ncbi-geneid:39127
dme:Dmel_CG33698	ncbi-geneid:3772145
dme:Dmel_CG33700	ncbi-geneid:3772390
dme:Dmel_CG33702	ncbi-geneid:3771932
dme:Dmel_CG33703	ncbi-geneid:3771760
dme:Dmel_CG33704	ncbi-geneid:3772359
dme:Dmel_CG33706	ncbi-geneid:3772138
dme:Dmel_CG3371	ncbi-geneid:38082
dme:Dmel_CG33710	ncbi-geneid:3772611
dme:Dmel_CG33713	ncbi-geneid:3771728
dme:Dmel_CG33714	ncbi-geneid:3772560
dme:Dmel_CG33717	ncbi-geneid:3771920
dme:Dmel_CG33718	ncbi-geneid:3772100
dme:Dmel_CG33720	ncbi-geneid:3771985
dme:Dmel_CG33721	ncbi-geneid:3885576
dme:Dmel_CG33722	ncbi-geneid:3772658
dme:Dmel_CG33723	ncbi-geneid:3772451
dme:Dmel_CG33724	ncbi-geneid:3772206
dme:Dmel_CG33725	ncbi-geneid:3772600
dme:Dmel_CG3373	ncbi-geneid:43294
dme:Dmel_CG33747	ncbi-geneid:3772427
dme:Dmel_CG33748	ncbi-geneid:3772179
dme:Dmel_CG33752	ncbi-geneid:3771860
dme:Dmel_CG33755	ncbi-geneid:3771892
dme:Dmel_CG33756	ncbi-geneid:3772583
dme:Dmel_CG33757	ncbi-geneid:3772602
dme:Dmel_CG33758	ncbi-geneid:3772381
dme:Dmel_CG3376	ncbi-geneid:37884
dme:Dmel_CG33764	ncbi-geneid:3772289
dme:Dmel_CG33766	ncbi-geneid:3772380
dme:Dmel_CG33767	ncbi-geneid:3772047
dme:Dmel_CG33768	ncbi-geneid:3771840
dme:Dmel_CG33769	ncbi-geneid:3772499
dme:Dmel_CG33770	ncbi-geneid:3772256
dme:Dmel_CG33771	ncbi-geneid:3772424
dme:Dmel_CG33772	ncbi-geneid:3772205
dme:Dmel_CG33773	ncbi-geneid:3772436
dme:Dmel_CG33774	ncbi-geneid:3772288
dme:Dmel_CG33775	ncbi-geneid:3772054
dme:Dmel_CG33777	ncbi-geneid:3772311
dme:Dmel_CG33779	ncbi-geneid:3771856
dme:Dmel_CG33783	ncbi-geneid:3771958
dme:Dmel_CG33784	ncbi-geneid:3772181
dme:Dmel_CG33785	ncbi-geneid:3772344
dme:Dmel_CG33786	ncbi-geneid:3772640
dme:Dmel_CG3379	ncbi-geneid:41773
dme:Dmel_CG33791	ncbi-geneid:317974
dme:Dmel_CG33792	ncbi-geneid:3772111
dme:Dmel_CG33795	ncbi-geneid:3772625
dme:Dmel_CG33796	ncbi-geneid:3771914
dme:Dmel_CG33798	ncbi-geneid:3772108
dme:Dmel_CG3380	ncbi-geneid:37545
dme:Dmel_CG33800	ncbi-geneid:3772338
dme:Dmel_CG33801	ncbi-geneid:3772056
dme:Dmel_CG33803	ncbi-geneid:3772149
dme:Dmel_CG33804	ncbi-geneid:3771818
dme:Dmel_CG33806	ncbi-geneid:3771959
dme:Dmel_CG33807	ncbi-geneid:3771734
dme:Dmel_CG33808	ncbi-geneid:3772282
dme:Dmel_CG33809	ncbi-geneid:3772163
dme:Dmel_CG33810	ncbi-geneid:3771879
dme:Dmel_CG33812	ncbi-geneid:3772489
dme:Dmel_CG33813	ncbi-geneid:3771838
dme:Dmel_CG33814	ncbi-geneid:3772345
dme:Dmel_CG33815	ncbi-geneid:3771771
dme:Dmel_CG33816	ncbi-geneid:3771816
dme:Dmel_CG33817	ncbi-geneid:3772351
dme:Dmel_CG33818	ncbi-geneid:3772198
dme:Dmel_CG33819	ncbi-geneid:3771981
dme:Dmel_CG3382	ncbi-geneid:37544
dme:Dmel_CG33820	ncbi-geneid:3772541
dme:Dmel_CG33821	ncbi-geneid:3772370
dme:Dmel_CG33822	ncbi-geneid:3772665
dme:Dmel_CG33823	ncbi-geneid:3771783
dme:Dmel_CG33824	ncbi-geneid:3772374
dme:Dmel_CG33825	ncbi-geneid:3772715
dme:Dmel_CG33826	ncbi-geneid:3771785
dme:Dmel_CG33827	ncbi-geneid:3772607
dme:Dmel_CG33828	ncbi-geneid:3771910
dme:Dmel_CG33829	ncbi-geneid:3772447
dme:Dmel_CG33830	ncbi-geneid:3771792
dme:Dmel_CG33831	ncbi-geneid:3772075
dme:Dmel_CG33832	ncbi-geneid:3772632
dme:Dmel_CG33833	ncbi-geneid:3772552
dme:Dmel_CG33834	ncbi-geneid:3771911
dme:Dmel_CG33835	ncbi-geneid:3772448
dme:Dmel_CG33836	ncbi-geneid:3771723
dme:Dmel_CG33837	ncbi-geneid:3772077
dme:Dmel_CG33838	ncbi-geneid:3772618
dme:Dmel_CG33839	ncbi-geneid:3772032
dme:Dmel_CG33840	ncbi-geneid:3772225
dme:Dmel_CG33841	ncbi-geneid:3772360
dme:Dmel_CG33842	ncbi-geneid:3771729
dme:Dmel_CG33843	ncbi-geneid:3772004
dme:Dmel_CG33844	ncbi-geneid:3772565
dme:Dmel_CG33845	ncbi-geneid:3772421
dme:Dmel_CG33846	ncbi-geneid:3772702
dme:Dmel_CG33847	ncbi-geneid:3771774
dme:Dmel_CG33848	ncbi-geneid:3772619
dme:Dmel_CG33849	ncbi-geneid:3771912
dme:Dmel_CG3385	ncbi-geneid:37886
dme:Dmel_CG33850	ncbi-geneid:3772148
dme:Dmel_CG33851	ncbi-geneid:3772518
dme:Dmel_CG33852	ncbi-geneid:3771803
dme:Dmel_CG33853	ncbi-geneid:3772346
dme:Dmel_CG33854	ncbi-geneid:3772191
dme:Dmel_CG33855	ncbi-geneid:3771991
dme:Dmel_CG33856	ncbi-geneid:3772556
dme:Dmel_CG33857	ncbi-geneid:3772231
dme:Dmel_CG33858	ncbi-geneid:3772581
dme:Dmel_CG33859	ncbi-geneid:3772139
dme:Dmel_CG3386	ncbi-geneid:38081
dme:Dmel_CG33860	ncbi-geneid:3772517
dme:Dmel_CG33861	ncbi-geneid:3771736
dme:Dmel_CG33862	ncbi-geneid:3772278
dme:Dmel_CG33863	ncbi-geneid:3772173
dme:Dmel_CG33864	ncbi-geneid:3772409
dme:Dmel_CG33865	ncbi-geneid:3772505
dme:Dmel_CG33866	ncbi-geneid:3772189
dme:Dmel_CG33868	ncbi-geneid:3772265
dme:Dmel_CG33869	ncbi-geneid:3771854
dme:Dmel_CG33870	ncbi-geneid:3772081
dme:Dmel_CG33871	ncbi-geneid:3772708
dme:Dmel_CG33872	ncbi-geneid:3771809
dme:Dmel_CG33873	ncbi-geneid:3772113
dme:Dmel_CG33874	ncbi-geneid:3772264
dme:Dmel_CG33875	ncbi-geneid:3771941
dme:Dmel_CG33876	ncbi-geneid:3772083
dme:Dmel_CG33877	ncbi-geneid:3772211
dme:Dmel_CG33878	ncbi-geneid:3771891
dme:Dmel_CG33879	ncbi-geneid:3772319
dme:Dmel_CG3388	ncbi-geneid:38005
dme:Dmel_CG33880	ncbi-geneid:3772496
dme:Dmel_CG33881	ncbi-geneid:3772129
dme:Dmel_CG33882	ncbi-geneid:3772276
dme:Dmel_CG33883	ncbi-geneid:3771947
dme:Dmel_CG33884	ncbi-geneid:3772575
dme:Dmel_CG33885	ncbi-geneid:3772172
dme:Dmel_CG33886	ncbi-geneid:3772271
dme:Dmel_CG33887	ncbi-geneid:3772509
dme:Dmel_CG33888	ncbi-geneid:3772104
dme:Dmel_CG33889	ncbi-geneid:3772317
dme:Dmel_CG3389	ncbi-geneid:41774
dme:Dmel_CG33890	ncbi-geneid:3772336
dme:Dmel_CG33891	ncbi-geneid:3772519
dme:Dmel_CG33892	ncbi-geneid:3772166
dme:Dmel_CG33893	ncbi-geneid:3772314
dme:Dmel_CG33894	ncbi-geneid:3772502
dme:Dmel_CG33895	ncbi-geneid:3772325
dme:Dmel_CG33896	ncbi-geneid:3771957
dme:Dmel_CG33897	ncbi-geneid:3772096
dme:Dmel_CG33898	ncbi-geneid:3772248
dme:Dmel_CG33899	ncbi-geneid:3771938
dme:Dmel_CG33900	ncbi-geneid:3772094
dme:Dmel_CG33901	ncbi-geneid:3771935
dme:Dmel_CG33902	ncbi-geneid:3772058
dme:Dmel_CG33903	ncbi-geneid:3772254
dme:Dmel_CG33904	ncbi-geneid:3772203
dme:Dmel_CG33905	ncbi-geneid:3771908
dme:Dmel_CG33906	ncbi-geneid:3772013
dme:Dmel_CG33907	ncbi-geneid:3772666
dme:Dmel_CG33908	ncbi-geneid:3772099
dme:Dmel_CG33909	ncbi-geneid:3771893
dme:Dmel_CG33910	ncbi-geneid:3772299
dme:Dmel_CG33912	ncbi-geneid:3772438
dme:Dmel_CG33914	ncbi-geneid:3772464
dme:Dmel_CG33919	ncbi-geneid:3772720
