dme:Dmel_CG10000	up:Q8MYY6
dme:Dmel_CG31148	up:Q9VCJ4
dme:Dmel_CG31150	up:Q9VF24
dme:Dmel_CG31151	up:Q3LHL9
dme:Dmel_CG31152	up:Q8T045
dme:Dmel_CG31155	up:Q9VFB5
dme:Dmel_CG31156	up:Q9VCX7
dme:Dmel_CG31157	up:Q8INH8
dme:Dmel_CG31158	up:E1JIT7
dme:Dmel_CG31159	up:Q9VCX4
dme:Dmel_CG31161	up:Q8IN01
dme:Dmel_CG31163	up:Q0KI30
dme:Dmel_CG31164	up:Q8IN10
dme:Dmel_CG3117	up:Q9VQH9
dme:Dmel_CG31173	up:Q9VD74
dme:Dmel_CG31174	up:A0A0B4KGM8
dme:Dmel_CG31176	up:Q9VD89
dme:Dmel_CG31178	up:B7Z0N9
dme:Dmel_CG31183	up:Q9VF17
dme:Dmel_CG31184	up:Q8IMX8
dme:Dmel_CG31189	up:Q9VDF8
dme:Dmel_CG3119	up:Q9VQH4
dme:Dmel_CG31190	up:A8JR35
dme:Dmel_CG31191	up:A8JR57
dme:Dmel_CG31193	up:Q8IN41
dme:Dmel_CG31193	up:A0A1B2AKM5
dme:Dmel_CG31195	up:Q8IN49
dme:Dmel_CG31196	up:P92177
dme:Dmel_CG31196	up:C6TP70
dme:Dmel_CG31198	up:Q8IN25
dme:Dmel_CG31199	up:Q9I7I3
dme:Dmel_CG31200	up:Q95SN8
dme:Dmel_CG31201	up:Q0KI42
dme:Dmel_CG31202	up:Q8IMK0
dme:Dmel_CG31204	up:Q8IMG8
dme:Dmel_CG31205	up:Q8IN51
dme:Dmel_CG31206	up:A0A0B4KGI4
dme:Dmel_CG31207	up:Q8MSJ6
dme:Dmel_CG31208	up:Q8IN58
dme:Dmel_CG3121	up:Q9W1D3
dme:Dmel_CG31211	up:Q9VGG3
dme:Dmel_CG31212	up:Q9VDY1
dme:Dmel_CG31212	up:H9ZYP6
dme:Dmel_CG31213	up:Q9VDR4
dme:Dmel_CG31216	up:Q9VDU7
dme:Dmel_CG31217	up:Q9VER6
dme:Dmel_CG31219	up:A8JR43
dme:Dmel_CG31220	up:Q8IN70
dme:Dmel_CG31221	up:A0A0B4KGY8
dme:Dmel_CG31223	up:Q7KSA2
dme:Dmel_CG31223	up:Q8SZR6
dme:Dmel_CG31224	up:Q9VE54
dme:Dmel_CG31225	up:Q8IMY8
dme:Dmel_CG31226	up:Q8T959
dme:Dmel_CG31229	up:Q8IN78
dme:Dmel_CG3123	up:Q9VQH3
dme:Dmel_CG31230	up:Q1WWA2
dme:Dmel_CG31231	up:Q8IN79
dme:Dmel_CG31233	up:Q8MRN5
dme:Dmel_CG31235	up:Q8SZ46
dme:Dmel_CG3124	up:A0A0B4LG83
dme:Dmel_CG31240	up:Q7KSE4
dme:Dmel_CG31244	up:Q9VDX4
dme:Dmel_CG31245	up:Q9VDX9
dme:Dmel_CG31247	up:Q86B91
dme:Dmel_CG31247	up:A0A0B4KGD5
dme:Dmel_CG31248	up:Q9VI66
dme:Dmel_CG31249	up:Q9VEG8
dme:Dmel_CG3125	up:Q9W485
dme:Dmel_CG31251	up:Q8IN95
dme:Dmel_CG31253	up:Q8I050
dme:Dmel_CG31256	up:Q9VEL2
dme:Dmel_CG31258	up:A0A0B4LGX0
dme:Dmel_CG31259	up:Q9VHQ4
dme:Dmel_CG31262	up:Q8IN99
dme:Dmel_CG31265	up:Q9VEM9
dme:Dmel_CG31266	up:B7Z0L3
dme:Dmel_CG31267	up:Q8INA0
dme:Dmel_CG31268	up:A0A0B4K670
dme:Dmel_CG31269	up:Q8INA1
dme:Dmel_CG3127	up:Q01604
dme:Dmel_CG3127	up:M9PCE0
dme:Dmel_CG31272	up:Q9VGX6
dme:Dmel_CG31274	up:Q9GU54
dme:Dmel_CG31275	up:Q7JQ02
dme:Dmel_CG31278	up:A0A0B4LI27
dme:Dmel_CG31279	up:E1JIM7
dme:Dmel_CG31280	up:Q8IMZ5
dme:Dmel_CG31280	up:C9QPH3
dme:Dmel_CG31281	up:A0A0B4KHN9
dme:Dmel_CG31284	up:A0A0B4LGT2
dme:Dmel_CG31286	up:Q8INR8
dme:Dmel_CG31287	up:Q8INB8
dme:Dmel_CG31288	up:Q8IMT4
dme:Dmel_CG31289	up:Q8IN02
dme:Dmel_CG3129	up:Q9W4A0
dme:Dmel_CG31293	up:Q9VF30
dme:Dmel_CG31293	up:A0A0B4KH79
dme:Dmel_CG31294	up:Q8IND4
dme:Dmel_CG31296	up:Q8IND6
dme:Dmel_CG31298	up:Q9VG19
dme:Dmel_CG31299	up:A8JQX3
dme:Dmel_CG31300	up:Q8IMT6
dme:Dmel_CG31301	up:Q9VF83
dme:Dmel_CG3131	up:Q9VQH2
dme:Dmel_CG3131	up:M9PCF1
dme:Dmel_CG31313	up:Q8SZN1
dme:Dmel_CG31317	up:Q1WWH6
dme:Dmel_CG3132	up:Q9VGE7
dme:Dmel_CG31320	up:Q8INF7
dme:Dmel_CG31321	up:Q8INF8
dme:Dmel_CG31322	up:Q9VFL5
dme:Dmel_CG31323	up:Q8SYP1
dme:Dmel_CG31324	up:Q95R29
dme:Dmel_CG31326	up:Q8ING0
dme:Dmel_CG31327	up:Q8ING1
dme:Dmel_CG31332	up:Q9VH92
dme:Dmel_CG31335	up:Q8IN22
dme:Dmel_CG31336	up:Q8IN23
dme:Dmel_CG31337	up:Q8SXS2
dme:Dmel_CG3134	up:Q24434
dme:Dmel_CG3134	up:D4G7E4
dme:Dmel_CG31342	up:A8JQY9
dme:Dmel_CG31343	up:Q8SWX4
dme:Dmel_CG31344	up:Q95U32
dme:Dmel_CG31345	up:Q9VG26
dme:Dmel_CG31347	up:Q8INI3
dme:Dmel_CG3135	up:Q9W3W5
dme:Dmel_CG31352	up:E1JIH3
dme:Dmel_CG31357	up:Q8MSB1
dme:Dmel_CG31358	up:Q9VGD9
dme:Dmel_CG31359	up:Q8INI8
dme:Dmel_CG31359	up:Q9BIS2
dme:Dmel_CG31359	up:Q9BIR7
dme:Dmel_CG3136	up:Q7K2V1
dme:Dmel_CG31360	up:Q8MZ28
dme:Dmel_CG31361	up:Q9VGD2
dme:Dmel_CG31362	up:C0HKF7
dme:Dmel_CG31362	up:C0HKF8
dme:Dmel_CG31362	up:A0A0B4LHX9
dme:Dmel_CG31363	up:Q9I7K0
dme:Dmel_CG31365	up:Q8T051
dme:Dmel_CG31366	up:P82910
dme:Dmel_CG31366	up:P02825
dme:Dmel_CG31368	up:Q9VGG9
dme:Dmel_CG31370	up:Q9VBS8
dme:Dmel_CG31371	up:A0A0B4K805
dme:Dmel_CG31373	up:Q8INL3
dme:Dmel_CG31374	up:Q58CJ5
dme:Dmel_CG31380	up:Q8IMS4
dme:Dmel_CG31381	up:Q8IMV0
dme:Dmel_CG31388	up:A0A0B4K731
dme:Dmel_CG3139	up:P21521
dme:Dmel_CG31390	up:Q9GYV9
dme:Dmel_CG31391	up:Q8MSL1
dme:Dmel_CG3140	up:Q9U915
dme:Dmel_CG31404	up:Q8IN72
dme:Dmel_CG31405	up:Q8INM9
dme:Dmel_CG31406	up:Q8INM2
dme:Dmel_CG31407	up:Q8INM8
dme:Dmel_CG31410	up:Q9VH33
dme:Dmel_CG31413	up:Q8IMY4
dme:Dmel_CG31414	up:Q8IMY3
dme:Dmel_CG31415	up:Q8INN3
dme:Dmel_CG31418	up:Q9VEL5
dme:Dmel_CG31419	up:Q9VEL4
dme:Dmel_CG31421	up:P83104
dme:Dmel_CG31423	up:Q8IN08
dme:Dmel_CG31424	up:Q8IN09
dme:Dmel_CG31426	up:Q9NG60
dme:Dmel_CG3143	up:Q95V55
dme:Dmel_CG31431	up:Q8IN19
dme:Dmel_CG31436	up:Q8IMT3
dme:Dmel_CG31437	up:Q8IMT0
dme:Dmel_CG31438	up:Q8IN27
dme:Dmel_CG31439	up:Q8IMS9
dme:Dmel_CG31441	up:A0A0B4LI36
dme:Dmel_CG31445	up:Q95SR0
dme:Dmel_CG31446	up:A0A0B4KH75
dme:Dmel_CG31447	up:Q9GU54
dme:Dmel_CG31449	up:Q8INI8
dme:Dmel_CG31449	up:C7LA76
dme:Dmel_CG31450	up:Q9VHQ0
dme:Dmel_CG31453	up:Q8SX76
dme:Dmel_CG31454	up:Q8INQ8
dme:Dmel_CG31457	up:Q8T0D1
dme:Dmel_CG31459	up:Q8IN66
dme:Dmel_CG31460	up:Q8INQ7
dme:Dmel_CG31460	up:A0A0B4LGZ4
dme:Dmel_CG31463	up:Q9VHT7
dme:Dmel_CG31464	up:Q8INR2
dme:Dmel_CG31465	up:A0A0B4KGI8
dme:Dmel_CG31467	up:Q8INL4
dme:Dmel_CG31468	up:Q8T983
dme:Dmel_CG31469	up:Q8ING6
dme:Dmel_CG31472	up:Q9VHZ5
dme:Dmel_CG31473	up:Q8INR5
dme:Dmel_CG31475	up:Q9VDY9
dme:Dmel_CG31477	up:Q9VH24
dme:Dmel_CG31478	up:Q9VF89
dme:Dmel_CG31481	up:P31264
dme:Dmel_CG31482	up:Q9VI35
dme:Dmel_CG31483	up:Q8WTI6
dme:Dmel_CG3149	up:Q9Y123
dme:Dmel_CG31493	up:A0A0B4JDC5
dme:Dmel_CG31495	up:Q8ING5
dme:Dmel_CG31496	up:Q9VI97
dme:Dmel_CG31501	up:Q8INS6
dme:Dmel_CG31507	up:Q8IN42
dme:Dmel_CG31507	up:D3PFI0
dme:Dmel_CG31508	up:Q8IN43
dme:Dmel_CG31508	up:A0A1B2AJ59
dme:Dmel_CG31509	up:Q8IN44
dme:Dmel_CG31509	up:A0A1B2AIV9
dme:Dmel_CG3151	up:Q24474
dme:Dmel_CG31510	up:Q9VBX4
dme:Dmel_CG31515	up:Q9VCM5
dme:Dmel_CG31516	up:Q8I0K2
dme:Dmel_CG31517	up:Q95RF7
dme:Dmel_CG31519	up:P82986
dme:Dmel_CG3152	up:A1Z6L9
dme:Dmel_CG31522	up:Q9VN29
dme:Dmel_CG31523	up:Q95T98
dme:Dmel_CG31524	up:Q0KHY6
dme:Dmel_CG31525	up:Q8IPL9
dme:Dmel_CG31528	up:Q8IPM2
dme:Dmel_CG3153	up:Q9VFN7
dme:Dmel_CG31533	up:Q8ING2
dme:Dmel_CG31538	up:Q8I0F1
dme:Dmel_CG31542	up:Q8MZB8
dme:Dmel_CG31546	up:Q9VNF4
dme:Dmel_CG31547	up:Q9VNC7
dme:Dmel_CG31548	up:Q8IPP8
dme:Dmel_CG31549	up:Q8SX57
dme:Dmel_CG31550	up:Q8T3H9
dme:Dmel_CG31551	up:Q8IPP9
dme:Dmel_CG31557	up:Q9VNL2
dme:Dmel_CG31558	up:Q8MZ07
dme:Dmel_CG31559	up:Q9VNL4
dme:Dmel_CG3156	up:Q8SWW9
dme:Dmel_CG31560	up:Q9VNN8
dme:Dmel_CG31561	up:Q8IPR4
dme:Dmel_CG3157	up:P23257
dme:Dmel_CG3158	up:Q9VF26
dme:Dmel_CG3158	up:L0CR04
dme:Dmel_CG3159	up:E1JHQ6
dme:Dmel_CG3160	up:Q9W495
dme:Dmel_CG31600	up:X2JB70
dme:Dmel_CG31601	up:Q8IMF0
dme:Dmel_CG31605	up:M9PCW5
dme:Dmel_CG31606	up:Q8IPG8
dme:Dmel_CG31609	up:Q8IPF1
dme:Dmel_CG3161	up:P23380
dme:Dmel_CG31611	up:P84040
dme:Dmel_CG31611	up:A0A0B4KFZ9
dme:Dmel_CG31612	up:Q9V9Q2
dme:Dmel_CG31613	up:P02299
dme:Dmel_CG31617	up:P02255
dme:Dmel_CG31618	up:P84051
dme:Dmel_CG31619	up:Q0E8N3
dme:Dmel_CG3162	up:Q9W1T4
dme:Dmel_CG31620	up:P58960
dme:Dmel_CG31622	up:P58956
dme:Dmel_CG31623	up:Q8INT5
dme:Dmel_CG31624	up:Q9VIE3
dme:Dmel_CG31626	up:Q8INT9
dme:Dmel_CG31627	up:Q8INU1
dme:Dmel_CG31628	up:P00967
dme:Dmel_CG31628	up:X2J516
dme:Dmel_CG3163	up:Q9W1C8
dme:Dmel_CG31632	up:Q9VM77
dme:Dmel_CG31633	up:Q9VMA6
dme:Dmel_CG31634	up:Q8SY02
dme:Dmel_CG31635	up:A8DYW2
dme:Dmel_CG31636	up:Q8IPJ5
dme:Dmel_CG31637	up:Q9VMC3
dme:Dmel_CG31638	up:A8DYW1
dme:Dmel_CG31639	up:Q8IPJ8
dme:Dmel_CG3164	up:Q9VPJ9
dme:Dmel_CG31641	up:M9NEA1
dme:Dmel_CG31642	up:Q8IPJ9
dme:Dmel_CG31643	up:Q960W0
dme:Dmel_CG31644	up:X2J713
dme:Dmel_CG31646	up:Q9VMN6
dme:Dmel_CG31648	up:Q9VMQ6
dme:Dmel_CG3165	up:Q9VQJ7
dme:Dmel_CG31650	up:Q7K1W8
dme:Dmel_CG31651	up:Q6WV17
dme:Dmel_CG31658	up:Q8IPW3
dme:Dmel_CG31659	up:Q1ECA7
dme:Dmel_CG3166	up:Q01842
dme:Dmel_CG3166	up:M9PC88
dme:Dmel_CG31660	up:Q59E18
dme:Dmel_CG31661	up:Q9VQ14
dme:Dmel_CG31662	up:P58951
dme:Dmel_CG31663	up:M9NCQ1
dme:Dmel_CG31665	up:M9NEN9
dme:Dmel_CG31666	up:Q9VQ30
dme:Dmel_CG31668	up:Q8IPY0
dme:Dmel_CG3167	up:Q7JRE4
dme:Dmel_CG31670	up:Q9VQ56
dme:Dmel_CG31671	up:M9PE28
dme:Dmel_CG31672	up:F0JAI6
dme:Dmel_CG31673	up:X2J9A5
dme:Dmel_CG31674	up:Q8INU6
dme:Dmel_CG31675	up:Q8SXV2
dme:Dmel_CG31676	up:Q9VII5
dme:Dmel_CG31677	up:Q8INV0
dme:Dmel_CG31678	up:B7YZY0
dme:Dmel_CG31679	up:Q9VQ95
dme:Dmel_CG3168	up:Q9W3W9
dme:Dmel_CG31680	up:Q8INU9
dme:Dmel_CG31681	up:Q8IPY7
dme:Dmel_CG31682	up:Q8IPY9
dme:Dmel_CG31683	up:Q9Y168
dme:Dmel_CG31687	up:E1JHM5
dme:Dmel_CG31688	up:B7YZX9
dme:Dmel_CG31689	up:Q9VQF1
dme:Dmel_CG3169	up:Q9VGE2
dme:Dmel_CG31690	up:Q9VQE9
dme:Dmel_CG31690	up:T2GG64
dme:Dmel_CG31691	up:Q9VIR2
dme:Dmel_CG31691	up:D4G7E3
dme:Dmel_CG31692	up:X2JES1
dme:Dmel_CG31693	up:Q2PDP2
dme:Dmel_CG31694	up:Q9VQI5
dme:Dmel_CG31695	up:P54631
dme:Dmel_CG31695	up:X2JB15
dme:Dmel_CG31697	up:Q8INW1
dme:Dmel_CG31698	up:Q8MS99
dme:Dmel_CG31702	up:Q8IME8
dme:Dmel_CG31703	up:Q8IME7
dme:Dmel_CG31704	up:Q8IPA4
dme:Dmel_CG31705	up:Q9VKG4
dme:Dmel_CG31706	up:Q8T0P4
dme:Dmel_CG31708	up:M9MSH3
dme:Dmel_CG31709	up:Q8IPE7
dme:Dmel_CG3171	up:Q9NDM2
dme:Dmel_CG3171	up:M9NGQ9
dme:Dmel_CG31710	up:M9PCH5
dme:Dmel_CG31712	up:Q9VL63
dme:Dmel_CG31713	up:Q4V6M1
dme:Dmel_CG31715	up:M9PB89
dme:Dmel_CG31716	up:M9MRH8
dme:Dmel_CG31717	up:Q8T8T9
dme:Dmel_CG31718	up:M9PCT4
dme:Dmel_CG31719	up:M9PCT9
dme:Dmel_CG3172	up:Q9VFM9
dme:Dmel_CG31720	up:Q8IPD1
dme:Dmel_CG31721	up:M9MRI4
dme:Dmel_CG31728	up:Q9VK10
dme:Dmel_CG31729	up:X2JDZ6
dme:Dmel_CG3173	up:Q9W1C5
dme:Dmel_CG31730	up:Q8IP77
dme:Dmel_CG31731	up:Q0E8Q7
dme:Dmel_CG31732	up:Q2PDT6
dme:Dmel_CG31733	up:Q8MZ67
dme:Dmel_CG31735	up:Q8IP32
dme:Dmel_CG31739	up:Q9VJH2
dme:Dmel_CG31739	up:M9PDL2
dme:Dmel_CG3174	up:Q7K3U4
dme:Dmel_CG31740	up:Q8T403
dme:Dmel_CG31741	up:Q9VJA7
dme:Dmel_CG31742	up:Q8INY4
dme:Dmel_CG31743	up:Q9VJG5
dme:Dmel_CG31744	up:Q9VJF2
dme:Dmel_CG31747	up:P58955
dme:Dmel_CG31748	up:Q8INZ2
dme:Dmel_CG31750	up:Q8INZ1
dme:Dmel_CG31751	up:Q9VJ68
dme:Dmel_CG31752	up:Q8INX2
dme:Dmel_CG31753	up:Q8I7Z8
dme:Dmel_CG31753	up:M9PBD2
dme:Dmel_CG31755	up:Q9VL52
dme:Dmel_CG31759	up:Q8IP91
dme:Dmel_CG3176	up:M9PDE1
dme:Dmel_CG31760	up:Q9VKA4
dme:Dmel_CG31762	up:Q960Z4
dme:Dmel_CG31764	up:Q3YBY4
dme:Dmel_CG31769	up:Q8SZK5
dme:Dmel_CG31770	up:Q8I0K8
dme:Dmel_CG31773	up:Q9VQW0
dme:Dmel_CG31774	up:M9NCR3
dme:Dmel_CG31775	up:Q7KT85
dme:Dmel_CG31776	up:Q8IA43
dme:Dmel_CG31777	up:Q8IQ06
dme:Dmel_CG31778	up:Q8SZI8
dme:Dmel_CG31779	up:Q4V621
dme:Dmel_CG3178	up:P27864
dme:Dmel_CG31780	up:Q7KT73
dme:Dmel_CG31783	up:M9MRL5
dme:Dmel_CG31784	up:Q8INZ5
dme:Dmel_CG31785	up:Q8INY2
dme:Dmel_CG31787	up:Q8INX8
dme:Dmel_CG31788	up:Q8INX9
dme:Dmel_CG31789	up:Q8INX6
dme:Dmel_CG31792	up:Q9VJ21
dme:Dmel_CG31793	up:X2JAE9
dme:Dmel_CG31794	up:Q2PDT4
dme:Dmel_CG31795	up:M9PAZ4
dme:Dmel_CG31797	up:Q9VIY5
dme:Dmel_CG31798	up:Q8INW8
dme:Dmel_CG3180	up:P08266
dme:Dmel_CG3180	up:A0A0B4LI86
dme:Dmel_CG31800	up:Q8INX1
dme:Dmel_CG31801	up:Q8INX4
dme:Dmel_CG31802	up:Q8T415
dme:Dmel_CG31803	up:Q8T3V7
dme:Dmel_CG31804	up:Q8INY9
dme:Dmel_CG31805	up:M9NDR0
dme:Dmel_CG31806	up:Q9VJF8
dme:Dmel_CG31807	up:X2JAL6
dme:Dmel_CG31808	up:F9VMG5
dme:Dmel_CG31809	up:Q8INZ8
dme:Dmel_CG3181	up:O76511
dme:Dmel_CG3181	up:Q541C9
dme:Dmel_CG31810	up:Q8SX47
dme:Dmel_CG31811	up:Q9NGC3
dme:Dmel_CG31812	up:Q8IP11
dme:Dmel_CG31813	up:Q8IP68
dme:Dmel_CG31814	up:X2J5Z1
dme:Dmel_CG31815	up:Q8IP16
dme:Dmel_CG31816	up:Q8IP17
dme:Dmel_CG31817	up:Q7KT60
dme:Dmel_CG31819	up:Q8T908
dme:Dmel_CG3182	up:Q7JPB9
dme:Dmel_CG31820	up:Q8IP27
dme:Dmel_CG31821	up:Q9VJN0
dme:Dmel_CG31823	up:Q8IP31
dme:Dmel_CG31826	up:Q9VJN4
dme:Dmel_CG31827	up:Q7KT71
dme:Dmel_CG3183	up:Q7JX41
dme:Dmel_CG31832	up:Q7KT80
dme:Dmel_CG31835	up:Q7KT86
dme:Dmel_CG31839	up:Q7KTA1
dme:Dmel_CG3184	up:Q9W3X3
dme:Dmel_CG31842	up:Q8IP62
dme:Dmel_CG31848	up:Q8IP75
dme:Dmel_CG31849	up:Q95RF3
dme:Dmel_CG31851	up:Q8IP78
dme:Dmel_CG31852	up:Q9VJZ5
dme:Dmel_CG31855	up:Q8IP73
dme:Dmel_CG31858	up:Q8IP85
dme:Dmel_CG3186	up:Q9GU68
dme:Dmel_CG31860	up:Q4V528
dme:Dmel_CG31861	up:Q059A6
dme:Dmel_CG31862	up:Q8IP88
dme:Dmel_CG31864	up:Q8IPA0
dme:Dmel_CG31865	up:Q8IP99
dme:Dmel_CG31866	up:Q8IPA1
dme:Dmel_CG31867	up:Q8IPB0
dme:Dmel_CG31868	up:Q9VKL0
dme:Dmel_CG31869	up:B7YZV0
dme:Dmel_CG3187	up:Q8IRR5
dme:Dmel_CG31870	up:Q8T3Q4
dme:Dmel_CG31871	up:Q9VKS5
dme:Dmel_CG31872	up:Q9VKT1
dme:Dmel_CG31873	up:Q9VL10
dme:Dmel_CG31874	up:Q8IPD2
dme:Dmel_CG31875	up:Q8IPD6
dme:Dmel_CG31876	up:Q8IPD8
dme:Dmel_CG31882	up:Q8IPE5
dme:Dmel_CG31883	up:Q9VLB4
dme:Dmel_CG31884	up:Q9V429
dme:Dmel_CG31886	up:A8DYY1
dme:Dmel_CG3189	up:A1Z6M6
dme:Dmel_CG31893	up:M9PCE2
dme:Dmel_CG31897	up:Q8IPF4
dme:Dmel_CG31898	up:Q8IPF7
dme:Dmel_CG31901	up:Q8IPF8
dme:Dmel_CG31902	up:Q0E8V6
dme:Dmel_CG31904	up:Q95TF4
dme:Dmel_CG31907	up:Q8IPI4
dme:Dmel_CG31908	up:Q8T9H8
dme:Dmel_CG31909	up:Q8IPI2
dme:Dmel_CG3191	up:Q95R34
dme:Dmel_CG31910	up:Q8T421
dme:Dmel_CG31911	up:Q9VMB6
dme:Dmel_CG31913	up:Q8IPK2
dme:Dmel_CG31915	up:Q8IPK4
dme:Dmel_CG31917	up:Q9VMV7
dme:Dmel_CG31918	up:Q9VMU6
dme:Dmel_CG3192	up:Q9W3X7
dme:Dmel_CG31921	up:Q8IPV8
dme:Dmel_CG31922	up:Q8IPW7
dme:Dmel_CG31924	up:Q8MZ65
dme:Dmel_CG31926	up:Q9VQ13
dme:Dmel_CG31928	up:Q9VQ11
dme:Dmel_CG31929	up:P58952
dme:Dmel_CG3193	up:P17886
dme:Dmel_CG31930	up:P84181
dme:Dmel_CG31931	up:P84180
dme:Dmel_CG31932	up:P58954
dme:Dmel_CG31933	up:Q9VQ50
dme:Dmel_CG31935	up:Q9VQ26
dme:Dmel_CG31936	up:P58953
dme:Dmel_CG31937	up:Q9VQ39
dme:Dmel_CG31938	up:Q8IPX7
dme:Dmel_CG3194	up:C3KGM6
dme:Dmel_CG31941	up:Q8MVX6
dme:Dmel_CG31948	up:Q8IPY5
dme:Dmel_CG31949	up:M9MRC8
dme:Dmel_CG3195	up:Q9W1B9
dme:Dmel_CG31950	up:Q8IPZ7
dme:Dmel_CG31952	up:Q9VQQ4
dme:Dmel_CG31954	up:Q8IQ10
dme:Dmel_CG31955	up:M9MSG2
dme:Dmel_CG31956	up:Q8IA42
dme:Dmel_CG31956	up:B7Z006
dme:Dmel_CG31957	up:Q8IQ13
dme:Dmel_CG31957	up:M9PEE8
dme:Dmel_CG31960	up:Q8IQ15
dme:Dmel_CG31961	up:Q95TP0
dme:Dmel_CG31962	up:Q9N2Q3
dme:Dmel_CG31973	up:A8DYS5
dme:Dmel_CG31974	up:Q9VPK3
dme:Dmel_CG31975	up:Q8IPV2
dme:Dmel_CG31976	up:Q9VPK1
dme:Dmel_CG3198	up:Q9W3X8
dme:Dmel_CG31988	up:Q8T0V8
dme:Dmel_CG31989	up:Q9VMQ4
dme:Dmel_CG3199	up:Q9VFM2
dme:Dmel_CG31991	up:Q960U8
dme:Dmel_CG31992	up:Q8SY33
dme:Dmel_CG31997	up:Q8SYQ4
dme:Dmel_CG31998	up:H9XVM5
dme:Dmel_CG31999	up:Q9V4B8
dme:Dmel_CG3200	up:Q94915
dme:Dmel_CG32000	up:A8DZ26
dme:Dmel_CG32006	up:Q8IMA2
dme:Dmel_CG3201	up:P54357
dme:Dmel_CG32016	up:L0MLQ9
dme:Dmel_CG32017	up:Q8IM93
dme:Dmel_CG32018	up:H9XVP5
dme:Dmel_CG32019	up:D1YSG0
dme:Dmel_CG32022	up:Q8T481
dme:Dmel_CG32023	up:Q4V6M5
dme:Dmel_CG32024	up:Q8IQB0
dme:Dmel_CG32026	up:Q8T0R3
dme:Dmel_CG32029	up:Q9VSN3
dme:Dmel_CG3203	up:Q9W3W8
dme:Dmel_CG3203	up:X2JIQ5
dme:Dmel_CG32031	up:P48610
dme:Dmel_CG32031	up:A8JNP1
dme:Dmel_CG32032	up:Q8IQB7
dme:Dmel_CG32036	up:Q9VT02
dme:Dmel_CG32037	up:Q95RP1
dme:Dmel_CG32038	up:Q8IQC4
dme:Dmel_CG32039	up:Q8IQC6
dme:Dmel_CG3204	up:A0A0B4LGJ4
dme:Dmel_CG32040	up:Q8IQC7
dme:Dmel_CG32042	up:Q95T64
dme:Dmel_CG32045	up:Q9VT28
dme:Dmel_CG32052	up:Q8IQD3
dme:Dmel_CG32053	up:Q9VT79
dme:Dmel_CG32054	up:Q8IQE0
dme:Dmel_CG32055	up:Q9VT89
dme:Dmel_CG32056	up:Q9VT88
dme:Dmel_CG32057	up:M9PF17
dme:Dmel_CG32058	up:Q8IQE2
dme:Dmel_CG3206	up:O46077
dme:Dmel_CG3206	up:D3PK91
dme:Dmel_CG32061	up:Q9VT96
dme:Dmel_CG32062	up:Q7YU08
dme:Dmel_CG32063	up:Q961W5
dme:Dmel_CG32064	up:Q95R35
dme:Dmel_CG32066	up:Q7K1H0
dme:Dmel_CG32067	up:M9PET3
dme:Dmel_CG32068	up:Q6AWN0
dme:Dmel_CG32069	up:Q9VTE1
dme:Dmel_CG32071	up:Q9VTF1
dme:Dmel_CG32072	up:Q5JZZ4
dme:Dmel_CG32073	up:Q9VTF2
dme:Dmel_CG32074	up:Q8IQE7
dme:Dmel_CG32075	up:Q8SZY9
dme:Dmel_CG32076	up:Q8T8L8
dme:Dmel_CG32077	up:Q8IQE8
dme:Dmel_CG32079	up:Q9VTD5
dme:Dmel_CG3208	up:Q961S1
dme:Dmel_CG32081	up:Q8IQF3
dme:Dmel_CG32082	up:A8JNR3
dme:Dmel_CG32085	up:Q9VTL8
dme:Dmel_CG32086	up:M9NF85
dme:Dmel_CG32087	up:Q8MR82
dme:Dmel_CG32088	up:Q9VTM9
dme:Dmel_CG32089	up:Q9VTI6
dme:Dmel_CG3209	up:A0A0B4LGJ9
dme:Dmel_CG32090	up:Q8IQG3
dme:Dmel_CG32091	up:Q9VTL3
dme:Dmel_CG32095	up:Q95U65
dme:Dmel_CG32096	up:M9PFC6
dme:Dmel_CG32099	up:Q8SXB3
dme:Dmel_CG3210	up:Q9VQE0
dme:Dmel_CG32100	up:Q9VTV7
dme:Dmel_CG32102	up:Q8MYZ2
dme:Dmel_CG32103	up:M9PF04
dme:Dmel_CG32104	up:Q9VTX1
dme:Dmel_CG32105	up:M9PCA3
dme:Dmel_CG32106	up:M9ND83
dme:Dmel_CG32107	up:M9PCC8
dme:Dmel_CG32109	up:Q9VU04
dme:Dmel_CG32110	up:Q8IQH8
dme:Dmel_CG32112	up:Q8IQI5
dme:Dmel_CG32113	up:Q9VU08
dme:Dmel_CG32115	up:Q8I0T1
dme:Dmel_CG32117	up:Q8IQJ2
dme:Dmel_CG32119	up:Q8IQJ8
dme:Dmel_CG3212	up:Q9VQS2
dme:Dmel_CG32120	up:Q9N658
dme:Dmel_CG32121	up:Q8IQJ5
dme:Dmel_CG3213	up:Q9VQS0
dme:Dmel_CG32130	up:A8JNS4
dme:Dmel_CG32133	up:Q9VUB7
dme:Dmel_CG32134	up:Q09147
dme:Dmel_CG32135	up:Q8IQK4
dme:Dmel_CG32136	up:Q8IQK9
dme:Dmel_CG32137	up:Q8SWR2
dme:Dmel_CG32138	up:Q9VUC6
dme:Dmel_CG32139	up:Q9VUD3
dme:Dmel_CG3214	up:Q9VQD7
dme:Dmel_CG32141	up:Q8IQL2
dme:Dmel_CG32146	up:Q9VUG1
dme:Dmel_CG32147	up:Q8SZB7
dme:Dmel_CG32148	up:Q8T969
