#SUBMITTED ID	FBID_KEY	NAME	SYMBOL
FBgn0053257	FBgn0053257	-	CG33257
FBgn0053258	FBgn0053258	-	CG33258
FBgn0053260	FBgn0053260	tRNA splicing endonuclease subunit 34	Tsen34
FBgn0053262	FBgn0053262	-	CG33262
FBgn0053263	FBgn0053263	-	CG33263
FBgn0053265	FBgn0053265	Mucin 68E	Muc68E
FBgn0053267	FBgn0053267	-	CG33267
FBgn0053269	FBgn0053269	-	CG33269
FBgn0053270	FBgn0053270	-	CG33270
FBgn0053271	FBgn0053271	-	CG33271
FBgn0053272	FBgn0053272	-	CG33272
FBgn0053276	FBgn0053276	Ubiquitin-related modifier 1	Urm1
FBgn0053278	FBgn0053278	-	CG33278
FBgn0053281	FBgn0053281	-	CG33281
FBgn0053282	FBgn0053282	-	CG33282
FBgn0053284	FBgn0053284	-	CG33284
FBgn0053285	FBgn0053285	-	CG33285
FBgn0053286	FBgn0053286	-	CG33286
FBgn0053287	FBgn0053287	-	CG33287
FBgn0053288	FBgn0053288	-	CG33288
FBgn0053289	FBgn0053289	pickpocket 5	ppk5
FBgn0053290	FBgn0053290	-	CG33290
FBgn0053293	FBgn0053293	-	CG33293
FBgn0053296	FBgn0053296	-	CG33296
FBgn0053299	FBgn0053299	-	CG33299
FBgn0053300	FBgn0053300	Mucin 30E	Muc30E
FBgn0053301	FBgn0053301	-	CG33301
FBgn0053302	FBgn0053302	Cuticular protein 31A	Cpr31A
FBgn0053303	FBgn0053303	-	CG33303
FBgn0053306	FBgn0053306	-	CG33306
FBgn0053307	FBgn0053307	-	CG33307
FBgn0053309	FBgn0053309	-	CG33309
FBgn0053310	FBgn0053310	-	CG33310
FBgn0053322	FBgn0053322	-	CG33322
FBgn0053325	FBgn0053325	-	CG33325
FBgn0053329	FBgn0053329	Serine-peptidase 212	Sp212
FBgn0053333	FBgn0053333	-	CG33333
FBgn0053337	FBgn0053337	-	CG33337
FBgn0053339	FBgn0053339	-	CG33339
FBgn0053340	FBgn0053340	-	CG33340
FBgn0053341	FBgn0053341	-	CG33341
FBgn0053346	FBgn0053346	-	CG33346
FBgn0053348	FBgn0053348	Chemosensory protein B 42a	CheB42a
FBgn0053349	FBgn0053349	pickpocket 25	ppk25
FBgn0053353	FBgn0053353	5SrRNA:CR33353	5SrRNA:CR33353
FBgn0053354	FBgn0053354	5SrRNA:CR33354	5SrRNA:CR33354
FBgn0053355	FBgn0053355	5SrRNA:CR33355	5SrRNA:CR33355
FBgn0053356	FBgn0053356	5SrRNA-Psi:CR33356	5SrRNA-Psi:CR33356
FBgn0053357	FBgn0053357	5SrRNA:CR33357	5SrRNA:CR33357
FBgn0053358	FBgn0053358	5SrRNA:CR33358	5SrRNA:CR33358
FBgn0053359	FBgn0053359	5SrRNA:CR33359	5SrRNA:CR33359
FBgn0053360	FBgn0053360	5SrRNA:CR33360	5SrRNA:CR33360
FBgn0053361	FBgn0053361	5SrRNA:CR33361	5SrRNA:CR33361
FBgn0053362	FBgn0053362	5SrRNA:CR33362	5SrRNA:CR33362
FBgn0053363	FBgn0053363	5SrRNA-Psi:CR33363	5SrRNA-Psi:CR33363
FBgn0053364	FBgn0053364	5SrRNA:CR33364	5SrRNA:CR33364
FBgn0053365	FBgn0053365	5SrRNA:CR33365	5SrRNA:CR33365
FBgn0053366	FBgn0053366	5SrRNA:CR33366	5SrRNA:CR33366
FBgn0053367	FBgn0053367	5SrRNA:CR33367	5SrRNA:CR33367
FBgn0053368	FBgn0053368	5SrRNA:CR33368	5SrRNA:CR33368
FBgn0053369	FBgn0053369	5SrRNA:CR33369	5SrRNA:CR33369
FBgn0053370	FBgn0053370	5SrRNA:CR33370	5SrRNA:CR33370
FBgn0053371	FBgn0053371	5SrRNA-Psi:CR33371	5SrRNA-Psi:CR33371
FBgn0053372	FBgn0053372	5SrRNA:CR33372	5SrRNA:CR33372
FBgn0053373	FBgn0053373	5SrRNA:CR33373	5SrRNA:CR33373
FBgn0053374	FBgn0053374	5SrRNA:CR33374	5SrRNA:CR33374
FBgn0053375	FBgn0053375	5SrRNA:CR33375	5SrRNA:CR33375
FBgn0053376	FBgn0053376	5SrRNA:CR33376	5SrRNA:CR33376
FBgn0053377	FBgn0053377	5SrRNA:CR33377	5SrRNA:CR33377
FBgn0053378	FBgn0053378	5SrRNA:CR33378	5SrRNA:CR33378
FBgn0053379	FBgn0053379	5SrRNA:CR33379	5SrRNA:CR33379
FBgn0053380	FBgn0053380	5SrRNA:CR33380	5SrRNA:CR33380
FBgn0053381	FBgn0053381	5SrRNA:CR33381	5SrRNA:CR33381
FBgn0053382	FBgn0053382	5SrRNA:CR33382	5SrRNA:CR33382
FBgn0053383	FBgn0053383	5SrRNA:CR33383	5SrRNA:CR33383
FBgn0053384	FBgn0053384	5SrRNA:CR33384	5SrRNA:CR33384
FBgn0053385	FBgn0053385	5SrRNA:CR33385	5SrRNA:CR33385
FBgn0053386	FBgn0053386	5SrRNA:CR33386	5SrRNA:CR33386
FBgn0053387	FBgn0053387	5SrRNA:CR33387	5SrRNA:CR33387
FBgn0053388	FBgn0053388	5SrRNA:CR33388	5SrRNA:CR33388
FBgn0053389	FBgn0053389	5SrRNA:CR33389	5SrRNA:CR33389
FBgn0053390	FBgn0053390	5SrRNA:CR33390	5SrRNA:CR33390
FBgn0053391	FBgn0053391	5SrRNA:CR33391	5SrRNA:CR33391
FBgn0053392	FBgn0053392	5SrRNA:CR33392	5SrRNA:CR33392
FBgn0053393	FBgn0053393	5SrRNA:CR33393	5SrRNA:CR33393
FBgn0053394	FBgn0053394	5SrRNA:CR33394	5SrRNA:CR33394
FBgn0053395	FBgn0053395	5SrRNA:CR33395	5SrRNA:CR33395
FBgn0053396	FBgn0053396	5SrRNA:CR33396	5SrRNA:CR33396
FBgn0053397	FBgn0053397	5SrRNA:CR33397	5SrRNA:CR33397
FBgn0053398	FBgn0053398	5SrRNA:CR33398	5SrRNA:CR33398
FBgn0053399	FBgn0053399	5SrRNA:CR33399	5SrRNA:CR33399
FBgn0053400	FBgn0053400	5SrRNA:CR33400	5SrRNA:CR33400
FBgn0053401	FBgn0053401	5SrRNA:CR33401	5SrRNA:CR33401
FBgn0053402	FBgn0053402	5SrRNA:CR33402	5SrRNA:CR33402
FBgn0053403	FBgn0053403	5SrRNA:CR33403	5SrRNA:CR33403
FBgn0053404	FBgn0053404	5SrRNA:CR33404	5SrRNA:CR33404
FBgn0053405	FBgn0053405	5SrRNA:CR33405	5SrRNA:CR33405
FBgn0053406	FBgn0053406	5SrRNA:CR33406	5SrRNA:CR33406
FBgn0053407	FBgn0053407	5SrRNA:CR33407	5SrRNA:CR33407
FBgn0053408	FBgn0053408	5SrRNA:CR33408	5SrRNA:CR33408
FBgn0053409	FBgn0053409	5SrRNA:CR33409	5SrRNA:CR33409
FBgn0053410	FBgn0053410	5SrRNA:CR33410	5SrRNA:CR33410
FBgn0053411	FBgn0053411	5SrRNA:CR33411	5SrRNA:CR33411
FBgn0053412	FBgn0053412	5SrRNA:CR33412	5SrRNA:CR33412
FBgn0053413	FBgn0053413	5SrRNA:CR33413	5SrRNA:CR33413
FBgn0053414	FBgn0053414	5SrRNA:CR33414	5SrRNA:CR33414
FBgn0053415	FBgn0053415	5SrRNA:CR33415	5SrRNA:CR33415
FBgn0053416	FBgn0053416	5SrRNA-Psi:CR33416	5SrRNA-Psi:CR33416
FBgn0053417	FBgn0053417	5SrRNA:CR33417	5SrRNA:CR33417
FBgn0053418	FBgn0053418	5SrRNA:CR33418	5SrRNA:CR33418
FBgn0053419	FBgn0053419	5SrRNA:CR33419	5SrRNA:CR33419
FBgn0053420	FBgn0053420	5SrRNA:CR33420	5SrRNA:CR33420
FBgn0053421	FBgn0053421	5SrRNA:CR33421	5SrRNA:CR33421
FBgn0053422	FBgn0053422	5SrRNA:CR33422	5SrRNA:CR33422
FBgn0053423	FBgn0053423	5SrRNA:CR33423	5SrRNA:CR33423
FBgn0053424	FBgn0053424	5SrRNA:CR33424	5SrRNA:CR33424
FBgn0053425	FBgn0053425	5SrRNA:CR33425	5SrRNA:CR33425
FBgn0053426	FBgn0053426	5SrRNA:CR33426	5SrRNA:CR33426
FBgn0053427	FBgn0053427	5SrRNA:CR33427	5SrRNA:CR33427
FBgn0053428	FBgn0053428	5SrRNA:CR33428	5SrRNA:CR33428
FBgn0053429	FBgn0053429	5SrRNA:CR33429	5SrRNA:CR33429
FBgn0053430	FBgn0053430	5SrRNA:CR33430	5SrRNA:CR33430
FBgn0053431	FBgn0053431	5SrRNA:CR33431	5SrRNA:CR33431
FBgn0053432	FBgn0053432	5SrRNA:CR33432	5SrRNA:CR33432
FBgn0053433	FBgn0053433	5SrRNA:CR33433	5SrRNA:CR33433
FBgn0053434	FBgn0053434	5SrRNA:CR33434	5SrRNA:CR33434
FBgn0053435	FBgn0053435	5SrRNA:CR33435	5SrRNA:CR33435
FBgn0053436	FBgn0053436	5SrRNA:CR33436	5SrRNA:CR33436
FBgn0053437	FBgn0053437	5SrRNA:CR33437	5SrRNA:CR33437
FBgn0053438	FBgn0053438	5SrRNA:CR33438	5SrRNA:CR33438
FBgn0053439	FBgn0053439	5SrRNA:CR33439	5SrRNA:CR33439
FBgn0053440	FBgn0053440	5SrRNA:CR33440	5SrRNA:CR33440
FBgn0053441	FBgn0053441	5SrRNA:CR33441	5SrRNA:CR33441
FBgn0053442	FBgn0053442	5SrRNA:CR33442	5SrRNA:CR33442
FBgn0053443	FBgn0053443	5SrRNA:CR33443	5SrRNA:CR33443
FBgn0053444	FBgn0053444	5SrRNA:CR33444	5SrRNA:CR33444
FBgn0053445	FBgn0053445	5SrRNA:CR33445	5SrRNA:CR33445
FBgn0053446	FBgn0053446	5SrRNA:CR33446	5SrRNA:CR33446
FBgn0053447	FBgn0053447	5SrRNA:CR33447	5SrRNA:CR33447
FBgn0053448	FBgn0053448	5SrRNA:CR33448	5SrRNA:CR33448
FBgn0053449	FBgn0053449	5SrRNA:CR33449	5SrRNA:CR33449
FBgn0053450	FBgn0053450	5SrRNA:CR33450	5SrRNA:CR33450
FBgn0053451	FBgn0053451	5SrRNA:CR33451	5SrRNA:CR33451
FBgn0053452	FBgn0053452	5SrRNA:CR33452	5SrRNA:CR33452
FBgn0053453	FBgn0053453	-	CG33453
FBgn0053454	FBgn0053454	-	CG33454
FBgn0053458	FBgn0053458	-	CG33458
FBgn0053459	FBgn0053459	-	CG33459
FBgn0053460	FBgn0053460	-	CG33460
FBgn0053461	FBgn0053461	-	CG33461
FBgn0053462	FBgn0053462	-	CG33462
FBgn0053463	FBgn0053463	-	CG33463
FBgn0053465	FBgn0053465	-	CG33465
FBgn0053467	FBgn0053467	-	CG33467
FBgn0053468	FBgn0053468	-	CG33468
FBgn0053469	FBgn0053469	-	CG33469
FBgn0053470	FBgn0053470	-	CG33470
FBgn0053474	FBgn0053474	-	CG33474
FBgn0053475	FBgn0053475	-	CG33475
FBgn0053476	FBgn0053476	-	CG33476
FBgn0053477	FBgn0053477	-	CG33477
FBgn0053481	FBgn0053481	defective proboscis extension response 7	dpr7
FBgn0053483	FBgn0053483	-	CG33483
FBgn0053489	FBgn0053489	-	CG33489
FBgn0053490	FBgn0053490	-	CG33490
FBgn0053493	FBgn0053493	-	CG33493
FBgn0053494	FBgn0053494	-	CG33494
FBgn0053497	FBgn0053497	Sperm-specific dynein intermediate chain 2	Sdic2
FBgn0053499	FBgn0053499	Sperm-specific dynein intermediate chain 4	Sdic4
FBgn0053500	FBgn0053500	-	CG33500
FBgn0053502	FBgn0053502	-	CG33502
FBgn0053503	FBgn0053503	Cyp12d1-d	Cyp12d1-d
FBgn0053504	FBgn0053504	small nuclear RNA U7	snRNA:U7
FBgn0053505	FBgn0053505	U3 small nuclear riboprotein factor 55K	U3-55K
FBgn0053506	FBgn0053506	-	CG33506
FBgn0053508	FBgn0053508	pickpocket 13	ppk13
FBgn0053509	FBgn0053509	-	CG33509
FBgn0053510	FBgn0053510	-	CG33510
FBgn0053511	FBgn0053511	-	CG33511
FBgn0053512	FBgn0053512	defective proboscis extension response 4	dpr4
FBgn0053513	FBgn0053513	NMDA receptor 2	Nmdar2
FBgn0053514	FBgn0053514	-	CG33514
FBgn0053516	FBgn0053516	defective proboscis extension response 3	dpr3
FBgn0053517	FBgn0053517	Dopamine 2-like receptor	Dop2R
FBgn0053519	FBgn0053519	Unc-89	Unc-89
FBgn0053523	FBgn0053523	-	CG33523
FBgn0053526	FBgn0053526	Phosphatase 1 nuclear targeting subunit	PNUTS
FBgn0053527	FBgn0053527	SIFamide	SIFa
FBgn0053530	FBgn0053530	Accessory gland protein 53C14c	Acp53C14c
FBgn0053531	FBgn0053531	Discoidin domain receptor	Ddr
FBgn0053532	FBgn0053532	lectin-37Da	lectin-37Da
FBgn0053533	FBgn0053533	lectin-37Db	lectin-37Db
FBgn0053542	FBgn0053542	unpaired 3	upd3
FBgn0053543	FBgn0053543	-	CG33543
FBgn0053544	FBgn0053544	Vitamin-K epoxide reductase	Vkor
FBgn0053547	FBgn0053547	Rab3 interacting molecule	Rim
FBgn0053548	FBgn0053548	SET and MYND domain containing, arthropod-specific, member 8	SmydA-8
FBgn0053552	FBgn0053552	-	CG33552
FBgn0053554	FBgn0053554	Nipped-A	Nipped-A
FBgn0053556	FBgn0053556	formin 3	form3
FBgn0053557	FBgn0053557	-	CG33557
FBgn0053558	FBgn0053558	missing-in-metastasis	mim
FBgn0053626	FBgn0053626	-	CG33626
FBgn0053627	FBgn0053627	-	CG33627
FBgn0053630	FBgn0053630	-	CG33630
FBgn0053631	FBgn0053631	-	CG33631
FBgn0053632	FBgn0053632	-	CG33632
FBgn0053635	FBgn0053635	-	CG33635
FBgn0053639	FBgn0053639	-	CG33639
FBgn0053640	FBgn0053640	-	CG33640
FBgn0053641	FBgn0053641	-	CG33641
FBgn0053642	FBgn0053642	-	CG33642
FBgn0053643	FBgn0053643	-	CG33643
FBgn0053644	FBgn0053644	-	CG33644
FBgn0053645	FBgn0053645	-	CG33645
FBgn0053647	FBgn0053647	-	CG33647
FBgn0053648	FBgn0053648	-	CG33648
FBgn0053653	FBgn0053653	Calcium-dependent secretion activator	Cadps
FBgn0053654	FBgn0053654	-	CG33654
FBgn0053658	FBgn0053658	-	CG33658
FBgn0053664	FBgn0053664	-	CG33664
FBgn0053665	FBgn0053665	-	CG33665
FBgn0053666	FBgn0053666	-	CG33666
FBgn0053667	FBgn0053667	-	CG33667
FBgn0053668	FBgn0053668	-	CG33668
FBgn0053669	FBgn0053669	-	CG33669
FBgn0053673	FBgn0053673	-	CG33673
FBgn0053679	FBgn0053679	-	CG33679
FBgn0053680	FBgn0053680	-	CG33680
FBgn0053687	FBgn0053687	-	CG33687
FBgn0053688	FBgn0053688	-	CG33688
FBgn0053689	FBgn0053689	-	CG33689
FBgn0053690	FBgn0053690	-	CG33690
FBgn0053696	FBgn0053696	CNMamide Receptor	CNMaR
FBgn0053700	FBgn0053700	-	CG33700
FBgn0053702	FBgn0053702	-	CG33702
FBgn0053703	FBgn0053703	-	CG33703
FBgn0053704	FBgn0053704	-	CG33704
FBgn0053710	FBgn0053710	-	CG33710
FBgn0053721	FBgn0053721	-	CG33721
FBgn0053723	FBgn0053723	-	CG33723
FBgn0053725	FBgn0053725	-	CG33725
FBgn0053727	FBgn0053727	small non-messenger RNA 430a	snmRNA:430a
FBgn0053728	FBgn0053728	small non-messenger RNA 430b	snmRNA:430b
FBgn0053729	FBgn0053729	small non-messenger RNA 430c	snmRNA:430c
FBgn0053730	FBgn0053730	small non-messenger RNA 430d	snmRNA:430d
FBgn0053731	FBgn0053731	small non-messenger RNA 430e	snmRNA:430e
FBgn0053732	FBgn0053732	small non-messenger RNA 430f	snmRNA:430f
FBgn0053733	FBgn0053733	small non-messenger RNA 430g	snmRNA:430g
FBgn0053734	FBgn0053734	small non-messenger RNA 430h	snmRNA:430h
FBgn0053735	FBgn0053735	small non-messenger RNA 430i	snmRNA:430i
FBgn0053736	FBgn0053736	small non-messenger RNA 430j	snmRNA:430j
FBgn0053737	FBgn0053737	small non-messenger RNA 430k	snmRNA:430k
FBgn0053738	FBgn0053738	small non-messenger RNA 430l	snmRNA:430l
FBgn0053739	FBgn0053739	small non-messenger RNA 430m	snmRNA:430m
FBgn0053740	FBgn0053740	small non-messenger RNA 430n	snmRNA:430n
FBgn0053741	FBgn0053741	small non-messenger RNA 430o	snmRNA:430o
FBgn0053742	FBgn0053742	small non-messenger RNA 430p	snmRNA:430p
FBgn0053743	FBgn0053743	small non-messenger RNA 430q	snmRNA:430q
FBgn0053744	FBgn0053744	small non-messenger RNA 430r	snmRNA:430r
FBgn0053745	FBgn0053745	small non-messenger RNA 430s	snmRNA:430s
FBgn0053746	FBgn0053746	small non-messenger RNA 430t	snmRNA:430t
FBgn0053752	FBgn0053752	-	CG33752
FBgn0053757	FBgn0053757	-	CG33757
FBgn0053758	FBgn0053758	-	CG33758
FBgn0053764	FBgn0053764	-	CG33764
FBgn0053766	FBgn0053766	-	CG33766
FBgn0053767	FBgn0053767	-	CG33767
FBgn0053768	FBgn0053768	-	CG33768
FBgn0053769	FBgn0053769	-	CG33769
FBgn0053770	FBgn0053770	-	CG33770
FBgn0053771	FBgn0053771	-	CG33771
FBgn0053772	FBgn0053772	-	CG33772
FBgn0053773	FBgn0053773	-	CG33773
FBgn0053774	FBgn0053774	-	CG33774
FBgn0053775	FBgn0053775	-	CG33775
FBgn0053777	FBgn0053777	-	CG33777
FBgn0053783	FBgn0053783	-	CG33783
FBgn0053784	FBgn0053784	-	CG33784
FBgn0053792	FBgn0053792	-	CG33792
FBgn0053795	FBgn0053795	-	CG33795
FBgn0053796	FBgn0053796	-	CG33796
FBgn0053798	FBgn0053798	-	CG33798
FBgn0053801	FBgn0053801	His1:CG33801	His1:CG33801
FBgn0053803	FBgn0053803	His3:CG33803	His3:CG33803
FBgn0053804	FBgn0053804	His1:CG33804	His1:CG33804
FBgn0053806	FBgn0053806	His3:CG33806	His3:CG33806
FBgn0053807	FBgn0053807	His1:CG33807	His1:CG33807
FBgn0053808	FBgn0053808	His2A:CG33808	His2A:CG33808
FBgn0053809	FBgn0053809	His3:CG33809	His3:CG33809
FBgn0053810	FBgn0053810	His1:CG33810	His1:CG33810
FBgn0053812	FBgn0053812	His3:CG33812	His3:CG33812
FBgn0053813	FBgn0053813	His1:CG33813	His1:CG33813
FBgn0053814	FBgn0053814	His2A:CG33814	His2A:CG33814
FBgn0053815	FBgn0053815	His3:CG33815	His3:CG33815
FBgn0053816	FBgn0053816	His1:CG33816	His1:CG33816
FBgn0053817	FBgn0053817	His2A:CG33817	His2A:CG33817
FBgn0053818	FBgn0053818	His3:CG33818	His3:CG33818
FBgn0053819	FBgn0053819	His1:CG33819	His1:CG33819
FBgn0053820	FBgn0053820	His2A:CG33820	His2A:CG33820
FBgn0053821	FBgn0053821	His3:CG33821	His3:CG33821
FBgn0053822	FBgn0053822	His1:CG33822	His1:CG33822
FBgn0053823	FBgn0053823	His2A:CG33823	His2A:CG33823
FBgn0053824	FBgn0053824	His3:CG33824	His3:CG33824
FBgn0053825	FBgn0053825	His1:CG33825	His1:CG33825
FBgn0053826	FBgn0053826	His2A:CG33826	His2A:CG33826
FBgn0053827	FBgn0053827	His3:CG33827	His3:CG33827
FBgn0053828	FBgn0053828	His1:CG33828	His1:CG33828
FBgn0053829	FBgn0053829	His2A:CG33829	His2A:CG33829
FBgn0053830	FBgn0053830	His3:CG33830	His3:CG33830
FBgn0053831	FBgn0053831	His1:CG33831	His1:CG33831
FBgn0053832	FBgn0053832	His2A:CG33832	His2A:CG33832
FBgn0053833	FBgn0053833	His3:CG33833	His3:CG33833
FBgn0053834	FBgn0053834	His1:CG33834	His1:CG33834
FBgn0053835	FBgn0053835	His2A:CG33835	His2A:CG33835
FBgn0053836	FBgn0053836	His3:CG33836	His3:CG33836
FBgn0053837	FBgn0053837	His1:CG33837	His1:CG33837
FBgn0053838	FBgn0053838	His2A:CG33838	His2A:CG33838
FBgn0053839	FBgn0053839	His3:CG33839	His3:CG33839
FBgn0053840	FBgn0053840	His1:CG33840	His1:CG33840
FBgn0053841	FBgn0053841	His2A:CG33841	His2A:CG33841
FBgn0053842	FBgn0053842	His3:CG33842	His3:CG33842
FBgn0053843	FBgn0053843	His1:CG33843	His1:CG33843
FBgn0053844	FBgn0053844	His2A:CG33844	His2A:CG33844
FBgn0053845	FBgn0053845	His3:CG33845	His3:CG33845
FBgn0053846	FBgn0053846	His1:CG33846	His1:CG33846
FBgn0053847	FBgn0053847	His2A:CG33847	His2A:CG33847
FBgn0053848	FBgn0053848	His3:CG33848	His3:CG33848
FBgn0053849	FBgn0053849	His1:CG33849	His1:CG33849
FBgn0053850	FBgn0053850	His2A:CG33850	His2A:CG33850
FBgn0053851	FBgn0053851	His3:CG33851	His3:CG33851
FBgn0053852	FBgn0053852	His1:CG33852	His1:CG33852
FBgn0053853	FBgn0053853	His2A:CG33853	His2A:CG33853
FBgn0053854	FBgn0053854	His3:CG33854	His3:CG33854
FBgn0053855	FBgn0053855	His1:CG33855	His1:CG33855
FBgn0053856	FBgn0053856	His2A:CG33856	His2A:CG33856
FBgn0053857	FBgn0053857	His3:CG33857	His3:CG33857
FBgn0053858	FBgn0053858	His1:CG33858	His1:CG33858
FBgn0053859	FBgn0053859	His2A:CG33859	His2A:CG33859
FBgn0053860	FBgn0053860	His3:CG33860	His3:CG33860
FBgn0053861	FBgn0053861	His1:CG33861	His1:CG33861
FBgn0053862	FBgn0053862	His2A:CG33862	His2A:CG33862
FBgn0053863	FBgn0053863	His3:CG33863	His3:CG33863
FBgn0053864	FBgn0053864	His1:CG33864	His1:CG33864
FBgn0053865	FBgn0053865	His2A:CG33865	His2A:CG33865
FBgn0053866	FBgn0053866	His3:CG33866	His3:CG33866
FBgn0053868	FBgn0053868	His2B:CG33868	His2B:CG33868
FBgn0053869	FBgn0053869	His4:CG33869	His4:CG33869
FBgn0053870	FBgn0053870	His2B:CG33870	His2B:CG33870
FBgn0053871	FBgn0053871	His4:CG33871	His4:CG33871
FBgn0053872	FBgn0053872	His2B:CG33872	His2B:CG33872
FBgn0053873	FBgn0053873	His4:CG33873	His4:CG33873
FBgn0053874	FBgn0053874	His2B:CG33874	His2B:CG33874
FBgn0053875	FBgn0053875	His4:CG33875	His4:CG33875
FBgn0053876	FBgn0053876	His2B:CG33876	His2B:CG33876
FBgn0053877	FBgn0053877	His4:CG33877	His4:CG33877
FBgn0053878	FBgn0053878	His2B:CG33878	His2B:CG33878
FBgn0053879	FBgn0053879	His4:CG33879	His4:CG33879
FBgn0053880	FBgn0053880	His2B:CG33880	His2B:CG33880
FBgn0053881	FBgn0053881	His4:CG33881	His4:CG33881
FBgn0053882	FBgn0053882	His2B:CG33882	His2B:CG33882
FBgn0053883	FBgn0053883	His4:CG33883	His4:CG33883
FBgn0053884	FBgn0053884	His2B:CG33884	His2B:CG33884
FBgn0053885	FBgn0053885	His4:CG33885	His4:CG33885
FBgn0053886	FBgn0053886	His2B:CG33886	His2B:CG33886
FBgn0053887	FBgn0053887	His4:CG33887	His4:CG33887
FBgn0053888	FBgn0053888	His2B:CG33888	His2B:CG33888
FBgn0053889	FBgn0053889	His4:CG33889	His4:CG33889
FBgn0053890	FBgn0053890	His2B:CG33890	His2B:CG33890
FBgn0053891	FBgn0053891	His4:CG33891	His4:CG33891
FBgn0053892	FBgn0053892	His2B:CG33892	His2B:CG33892
FBgn0053893	FBgn0053893	His4:CG33893	His4:CG33893
FBgn0053894	FBgn0053894	His2B:CG33894	His2B:CG33894
FBgn0053895	FBgn0053895	His4:CG33895	His4:CG33895
FBgn0053896	FBgn0053896	His2B:CG33896	His2B:CG33896
FBgn0053897	FBgn0053897	His4:CG33897	His4:CG33897
FBgn0053898	FBgn0053898	His2B:CG33898	His2B:CG33898
FBgn0053899	FBgn0053899	His4:CG33899	His4:CG33899
FBgn0053900	FBgn0053900	His2B:CG33900	His2B:CG33900
FBgn0053901	FBgn0053901	His4:CG33901	His4:CG33901
FBgn0053902	FBgn0053902	His2B:CG33902	His2B:CG33902
FBgn0053903	FBgn0053903	His4:CG33903	His4:CG33903
FBgn0053904	FBgn0053904	His2B:CG33904	His2B:CG33904
FBgn0053905	FBgn0053905	His4:CG33905	His4:CG33905
FBgn0053906	FBgn0053906	His2B:CG33906	His2B:CG33906
FBgn0053907	FBgn0053907	His4:CG33907	His4:CG33907
FBgn0053908	FBgn0053908	His2B:CG33908	His2B:CG33908
FBgn0053909	FBgn0053909	His4:CG33909	His4:CG33909
FBgn0053910	FBgn0053910	His2B:CG33910	His2B:CG33910
FBgn0053912	FBgn0053912	-	CG33912
FBgn0053914	FBgn0053914	-	CG33914
FBgn0053919	FBgn0053919	-	CG33919
FBgn0053920	FBgn0053920	-	CG33920
FBgn0053922	FBgn0053922	-	CG33922
FBgn0053923	FBgn0053923	-	CG33923
FBgn0053926	FBgn0053926	-	CG33926
FBgn0053927	FBgn0053927	-	CG33927
FBgn0053928	FBgn0053928	-	CG33928
FBgn0053958	FBgn0053958	-	CG33958
FBgn0053963	FBgn0053963	long non-coding RNA:CR33963	lncRNA:CR33963
FBgn0053964	FBgn0053964	-	CG33964
FBgn0053965	FBgn0053965	-	CG33965
FBgn0053966	FBgn0053966	-	CG33966
FBgn0053969	FBgn0053969	-	CG33969
FBgn0053970	FBgn0053970	oskyddad	osy
FBgn0053971	FBgn0053971	Ionotropic receptor 62a	Ir62a
FBgn0053977	FBgn0053977	Dolichyl-phosphate mannosyltransferase subunit 3	Dpm3
FBgn0053978	FBgn0053978	-	CG33978
FBgn0053983	FBgn0053983	obstructor-H	obst-H
FBgn0053985	FBgn0053985	-	CG33985
FBgn0053986	FBgn0053986	-	CG33986
FBgn0053987	FBgn0053987	long non-coding RNA:CR33987	lncRNA:CR33987
FBgn0053988	FBgn0053988	Mid1	Mid1
FBgn0053993	FBgn0053993	-	CG33993
FBgn0053995	FBgn0053995	-	CG33995
FBgn0053998	FBgn0053998	-	CG33998
FBgn0054001	FBgn0054001	-	CG34001
FBgn0054002	FBgn0054002	-	CG34002
FBgn0054003	FBgn0054003	Nimrod B3	NimB3
FBgn0054005	FBgn0054005	-	CG34005
FBgn0054006	FBgn0054006	long non-coding RNA:CR34006	lncRNA:CR34006
FBgn0054007	FBgn0054007	-	CG34007
FBgn0054008	FBgn0054008	-	CG34008
FBgn0054010	FBgn0054010	Glycine N-acyltransferase	Glyat
FBgn0054011	FBgn0054011	-	CG34011
FBgn0054012	FBgn0054012	-	CG34012
FBgn0054015	FBgn0054015	-	CG34015
FBgn0054021	FBgn0054021	-	CG34021
FBgn0054024	FBgn0054024	long non-coding RNA:CR34024	lncRNA:CR34024
FBgn0054025	FBgn0054025	-	CG34025
FBgn0054026	FBgn0054026	-	CG34026
FBgn0054027	FBgn0054027	-	CG34027
FBgn0054028	FBgn0054028	-	CG34028
FBgn0054029	FBgn0054029	-	CG34029
FBgn0054030	FBgn0054030	-	CG34030
FBgn0054031	FBgn0054031	-	CG34031
FBgn0054033	FBgn0054033	-	CG34033
FBgn0054034	FBgn0054034	-	CG34034
FBgn0054038	FBgn0054038	-	CG34038
FBgn0054039	FBgn0054039	-	CG34039
FBgn0054040	FBgn0054040	-	CG34040
FBgn0054041	FBgn0054041	-	CG34041
FBgn0054043	FBgn0054043	-	CG34043
FBgn0054044	FBgn0054044	long non-coding RNA:CR34044	lncRNA:CR34044
FBgn0054045	FBgn0054045	-	CG34045
FBgn0054046	FBgn0054046	long non-coding RNA:CR34046	lncRNA:CR34046
FBgn0054047	FBgn0054047	long non-coding RNA:CR34047	lncRNA:CR34047
FBgn0054049	FBgn0054049	-	CG34049
FBgn0054051	FBgn0054051	-	CG34051
